STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,BUSINESS_DEVELOPMENT_STAGE,Business development stage,UNIT_MEASURE,Unit of measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency,DECIMALS,Decimals
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,LVA,Latvia,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2020,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,LVA,Latvia,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2024,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,LTU,Lithuania,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2010,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,LTU,Lithuania,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2012,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,LTU,Lithuania,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2016,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,LTU,Lithuania,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2018,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,LTU,Lithuania,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2019,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,LUX,Luxembourg,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2011,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,LUX,Luxembourg,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2018,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,LUX,Luxembourg,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2019,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,PRT,Portugal,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2016,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,SVK,Slovak Republic,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2007,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,SVK,Slovak Republic,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2008,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,SVK,Slovak Republic,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2009,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,SVK,Slovak Republic,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2011,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,SVK,Slovak Republic,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2012,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,SVK,Slovak Republic,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2013,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,SVK,Slovak Republic,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2016,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,SVN,Slovenia,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2007,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,SVN,Slovenia,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2008,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,SVN,Slovenia,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2009,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,SVN,Slovenia,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2010,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,SVN,Slovenia,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2019,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,SVN,Slovenia,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2023,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,BGR,Bulgaria,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2012,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,BGR,Bulgaria,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2013,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,BGR,Bulgaria,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2016,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,BGR,Bulgaria,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2017,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,BGR,Bulgaria,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2018,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,BGR,Bulgaria,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2019,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,BGR,Bulgaria,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2021,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,BGR,Bulgaria,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2022,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,HRV,Croatia,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2009,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,HRV,Croatia,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2010,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,HRV,Croatia,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2011,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,HRV,Croatia,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2013,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,HRV,Croatia,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2014,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,HRV,Croatia,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2015,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,HRV,Croatia,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2016,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,HRV,Croatia,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2017,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,HRV,Croatia,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2018,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,ROU,Romania,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2008,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,ROU,Romania,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2009,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,ROU,Romania,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2010,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,ROU,Romania,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2017,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,ROU,Romania,VC_INV_MKT,Venture capital investments (market statistics),LATER,Later stage venture,USD_EXC,"US dollars, exchange rate converted",A,Annual,2018,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,CZE,Czechia,VC_INV_MKT,Venture capital investments (market statistics),START,Start-up and other early stage,USD_EXC,"US dollars, exchange rate converted",A,Annual,2008,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,CZE,Czechia,VC_INV_MKT,Venture capital investments (market statistics),START,Start-up and other early stage,USD_EXC,"US dollars, exchange rate converted",A,Annual,2009,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,GRC,Greece,VC_INV_MKT,Venture capital investments (market statistics),_T,Total,USD_EXC,"US dollars, exchange rate converted",A,Annual,2012,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,GRC,Greece,VC_INV_MKT,Venture capital investments (market statistics),START,Start-up and other early stage,USD_EXC,"US dollars, exchange rate converted",A,Annual,2012,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,LVA,Latvia,VC_INV_MKT,Venture capital investments (market statistics),START,Start-up and other early stage,USD_EXC,"US dollars, exchange rate converted",A,Annual,2009,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,LVA,Latvia,VC_INV_MKT,Venture capital investments (market statistics),_T,Total,USD_EXC,"US dollars, exchange rate converted",A,Annual,2009,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,LTU,Lithuania,VC_INV_MKT,Venture capital investments (market statistics),START,Start-up and other early stage,USD_EXC,"US dollars, exchange rate converted",A,Annual,2009,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,LUX,Luxembourg,VC_INV_MKT,Venture capital investments (market statistics),START,Start-up and other early stage,USD_EXC,"US dollars, exchange rate converted",A,Annual,2016,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,SVK,Slovak Republic,VC_INV_MKT,Venture capital investments (market statistics),START,Start-up and other early stage,USD_EXC,"US dollars, exchange rate converted",A,Annual,2008,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,SVK,Slovak Republic,VC_INV_MKT,Venture capital investments (market statistics),_T,Total,USD_EXC,"US dollars, exchange rate converted",A,Annual,2008,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,SVK,Slovak Republic,VC_INV_MKT,Venture capital investments (market statistics),_T,Total,USD_EXC,"US dollars, exchange rate converted",A,Annual,2009,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,SVK,Slovak Republic,VC_INV_MKT,Venture capital investments (market statistics),START,Start-up and other early stage,USD_EXC,"US dollars, exchange rate converted",A,Annual,2009,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,SVK,Slovak Republic,VC_INV_MKT,Venture capital investments (market statistics),START,Start-up and other early stage,USD_EXC,"US dollars, exchange rate converted",A,Annual,2010,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,SVK,Slovak Republic,VC_INV_MKT,Venture capital investments (market statistics),_T,Total,USD_EXC,"US dollars, exchange rate converted",A,Annual,2011,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,SVK,Slovak Republic,VC_INV_MKT,Venture capital investments (market statistics),START,Start-up and other early stage,USD_EXC,"US dollars, exchange rate converted",A,Annual,2011,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,SVK,Slovak Republic,VC_INV_MKT,Venture capital investments (market statistics),START,Start-up and other early stage,USD_EXC,"US dollars, exchange rate converted",A,Annual,2012,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,SVK,Slovak Republic,VC_INV_MKT,Venture capital investments (market statistics),_T,Total,USD_EXC,"US dollars, exchange rate converted",A,Annual,2012,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_VC@DF_VC_INV(1.0),Venture capital investments (market statistics),I,SVK,Slovak Republic,VC_INV_MKT,Venture capital investments (market statistics),START,Start-up and other early stage,USD_EXC,"US dollars, exchange rate converted",A,Annual,2013,,0,,A,Normal value,6,Millions,USD,US dollar,2,Two
